Geneid,Length,KO_PBS_642,KO_PBS_641,KO_PBS_638,KO_LPS_600,KO_LPS_194,KO_LPS_193,Control_PBS_175,Control_PBS_171,Control_PBS_170,Control_LPS_185,Control_LPS_184,Control_LPS_149
ENSMUSG00000019988,4091,461.5,359.5,602,455.5,383,454,870,418,560,476,419.5,423
ENSMUSG00000088412,145,0,0,0,1,0,2,1,0,0,2,0,1
ENSMUSG00000111432,175,8,8,0,2,3,1,9,6,7,5,0,0
ENSMUSG00000111740,6181,28.5,31,19.5,45.5,20.5,33,30.5,20,17,24,13,21
ENSMUSG00000020014,14645,14,8,11,8,2,3,3,0,0,0,1,0
ENSMUSG00000111013,1076,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020015,6102,1046,431,907,2293,1222,2038,1089,937,962,697,834,1112
ENSMUSG00000089214,119,0,0,0,0,0,0,0,0,0,0,1,1.4
ENSMUSG00000008398,4550,7404,4756,6958,6739,5154,7605,5641,6883,6234,4063,4363,3857
ENSMUSG00000111531,585,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000110647,1692,8,6,14,4,0,5,6,14,7,3,9,3
ENSMUSG00000111316,184,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098679,56,0,0,0,0,5,19,15,8,0,12,16,2
ENSMUSG00000015889,6102,1302,632,1128,624,475,833,1321,930,1011,705,771,665
ENSMUSG00000020017,5549,10,16,40,5,21,28,16,16,22,14,8,7
ENSMUSG00000015890,2421,0,0,0,0,0,10,3,0,0,0,0,0
ENSMUSG00000036168,4305,1,0,23.5,0,1,6.33,1.5,0,0,0,0,0
ENSMUSG00000020018,861,328,144.5,209,209.17,147,267.83,213.5,145.83,107.5,201.5,175,144
ENSMUSG00000097407,1859,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000111366,953,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020019,3741,0,1,0,6,6,15,6,0,2,10,1,9
ENSMUSG00000090159,464,0.32,0,0.11,1.5,0,0,1.5,0.5,0,0,0,0
ENSMUSG00000085723,908,0,0,0,5,0,0,0,0,0,0,0,0
ENSMUSG00000086891,876,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090610,1060,49.67,23,53.5,28,19.75,45,42.33,37.67,51.33,30.67,22.67,22.67
ENSMUSG00000096598,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020020,4032,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036112,7654,1797,975.5,1601.5,1815.5,1482.5,2240.5,1913,1470,1678.5,1673.83,1863.5,1677.5
ENSMUSG00000097689,2075,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087798,168,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114757,522,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036099,20631,592,470.33,604.5,520,461,576.67,766.5,595,645.5,575.5,559,539
ENSMUSG00000065607,96,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000111349,285,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110869,1790,0,0,4.5,9,11,1,0.5,1,14.5,4.5,0,3
ENSMUSG00000020021,8241,221,162,146,160,91,95,113,72,88,45,76,23
ENSMUSG00000110753,658,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111539,2415,0,1,5,0,0,3,3,0,0,0,0,0
ENSMUSG00000005897,4607,586,482,805,353,397,548,1079,641,624,622,818,618
ENSMUSG00000065296,82,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020022,1569,234.5,116,256.5,217,204.5,294,315,215.5,181,178.5,198,162.5
ENSMUSG00000053420,771,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020023,7153,7882,4439,6946,5638,3656,4970,6076,8010,8158,4162,4984,3638
ENSMUSG00000085409,338,3,6,15,9,13,4,18,34,14,1,5,3
ENSMUSG00000086269,2912,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098544,63,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112477,1029,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112473,257,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097164,6566,292,224,239,115,136,177,233,230,152,269,237,183
ENSMUSG00000112203,2915,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020024,7267,332,146,226,258,213,278,463,97.5,188.5,128,243,210.5
ENSMUSG00000112669,450,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074785,8349,386.5,263,230,228.5,247.5,369,154,23,20,44.5,54,30
ENSMUSG00000088608,127,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112736,2482,7.5,1,0,6.5,6.5,1,3,0,0,4.5,0,0
ENSMUSG00000089146,304,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112277,620,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112677,1353,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112481,1982,0,0,0,0,0,0,3,0,0,0,0,0
ENSMUSG00000112501,748,0,0,0,6,1,2,1,0,0,0,0,0
ENSMUSG00000112682,5300,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045867,4759,207,205,355,206,179,264,375,384,327,370,377,310
ENSMUSG00000112744,1984,20,8,17,11,28,4,69,18,16,22,41.5,11.5
ENSMUSG00000112593,1056,5,8,2,10,3,4,0,0,3,5,11,9
ENSMUSG00000100550,4487,0.5,2,0,0,0,0,2.62,0.62,0,1.6,0,1.5
ENSMUSG00000020027,9531,90,98,152.5,3197.17,1951.5,2575.83,101,28.33,22.5,606,544,1150.5
ENSMUSG00000097766,1182,0,0,0,1,0,9,0,0,0,0,0,3
ENSMUSG00000112261,660,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112725,295,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112450,775,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000062981,3682,514.5,268.64,558,197,224.83,283.5,436,445.5,384.64,254.5,330,211
ENSMUSG00000074781,4221,1340.17,618.17,836.83,1087.83,850.67,1246.25,1192.83,1256.53,1091.5,1078.75,1122.25,1030.08
ENSMUSG00000020029,3210,2136.5,1097.5,1870.5,631.5,660.5,890,1973.5,1590,1530.5,841,1008.5,780.5
ENSMUSG00000092867,91,0,0,0,0,0,7,0,0,1,0,1,0
ENSMUSG00000089618,325,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112439,1676,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112538,661,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074780,454,1,0,0,0,1,2,0.5,0.5,1,2.5,1,1.5
ENSMUSG00000112025,412,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112519,706,1.27,2,2.63,6.41,4.78,7.82,4.5,3,1.91,0.93,1.91,2.8
ENSMUSG00000112289,1000,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112188,908,0,0,0,0,0,0,0,0,0,0,0.33,0
ENSMUSG00000101517,3302,0,4,12,0,0,3,0,0,0,0,0,0
ENSMUSG00000112771,1334,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112599,1228,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110353,1777,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111992,317,9.5,11.5,4.5,6,3,10,16,8.5,7,7.5,9.5,8
ENSMUSG00000112400,858,0,0,0,0,0,0,0.2,0,0,0,0,0
ENSMUSG00000077268,133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036499,9592,1495,651,1377,1912,1154,1582,1832,623,907,940,998,1143
ENSMUSG00000117008,2008,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112316,1758,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096486,312,0,0.12,0.2,1,0,0.25,0.12,1,0,0,1.32,0
ENSMUSG00000094523,101,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112762,1805,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112234,1425,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112290,517,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112749,580,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094249,189,0.25,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097939,909,0,1,0.5,1,0.5,0.5,0.5,1,0,0,0,1
ENSMUSG00000112264,2031,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000112354,1637,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036478,5276,4589.83,2590.67,4156.17,10181.33,8166,16394.17,7242.83,4538.33,3952.17,11931.58,12596,10488.67
ENSMUSG00000112362,280,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112588,989,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112293,337,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111912,3474,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080347,89,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112488,660,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111924,1015,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112631,395,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112892,1077,0.53,0,1.08,1,3.5,1.2,0,0,0,0.33,0.33,1
ENSMUSG00000111981,797,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105557,85,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019929,5838,0,0,0,1,6,2,0,0,0,11,5,8
ENSMUSG00000036446,2448,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000112484,1465,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019932,2280,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019936,2561,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074776,1633,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047025,1865,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112497,805,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079183,1882,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089097,128,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112896,558,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112457,235,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102310,364,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112874,2619,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112647,2591,0,0,0,0.5,0,0,0,0,0,0,0,0
ENSMUSG00000019943,15218,5867.5,3942.5,6704.5,5896.5,3994.5,6009.5,11139.5,4817.5,4738,4336,4696,4607.5
ENSMUSG00000112660,1972,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112346,2290,134,75,161,116,24,51,327,265,224,137,147,140
ENSMUSG00000019952,4190,975,656.5,1016,552.5,494,669,1135.5,1169,1158,1122.5,1155.5,986.5
ENSMUSG00000090035,5089,2195,1585.5,2254,1239.5,1302,1709,2554.5,3077,2859,2948.5,2817.5,2460.5
ENSMUSG00000055108,1159,0,3,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000089994,2635,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112805,2312,0,0,0,0,0,0,0,0,0,0,0.14,0
ENSMUSG00000112902,468,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111923,2505,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000019960,3132,14550,10174,18128,7237,13373,16657,30438,13411,13307,29101,28979,26900
ENSMUSG00000112384,1406,0,5,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000112544,939,0,3,0,0,0,0,8,7,0,6,2,4
ENSMUSG00000044633,6835,0,5,0,1,2,0,0,4,0,0,0,6
ENSMUSG00000090665,1776,111.5,47,61,2,12.5,13.5,278,165,97,56,57,34.5
ENSMUSG00000112082,628,0,0,0,0,0,2,0,5,9,2,1,1
ENSMUSG00000112265,809,1,2,2,7,3,3,2,3,0,12,14,4
ENSMUSG00000112180,448,1,0,0,0,0.33,0,0,0,0,0,0,0
ENSMUSG00000111962,2095,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112503,2515,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112810,243,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113032,6046,0,0.14,0,0.83,0.3,0.33,0,0,0,0,0,0
ENSMUSG00000046934,1953,4.5,7,5.5,17.5,1.5,10.5,6.5,3.5,3,10,10.5,3.5
ENSMUSG00000112304,1642,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112463,649,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112299,1174,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019966,5911,545,312,438,128,231,377,776,483,403,1423,1322,1531
ENSMUSG00000112831,675,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096586,110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095539,110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112633,469,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112245,712,0,0,0,0,0,0.25,0,0,0,0,0,0
ENSMUSG00000112069,696,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112522,3247,0,0,1,0.11,0,0,0,0,0,0,0,0
ENSMUSG00000112122,1113,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000112178,270,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112737,832,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112408,874,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094314,914,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091101,927,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112931,910,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112856,910,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091552,883,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096744,910,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095673,914,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112480,889,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112485,611,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112777,820,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096640,914,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112453,781,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112580,632,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036676,8939,1302.5,865,1172.5,1046,938,1432,1391,1137.5,1293.5,1146,980.5,1172.5
ENSMUSG00000019971,11617,315,121,248,194,131,189,370,183,150,177,151,172
ENSMUSG00000046567,6275,154,103,181,45,59,76.5,375.29,233,250,101,112,145
ENSMUSG00000112000,1860,9,1,3,0,3,6,28,4,17,0,4,2.29
ENSMUSG00000056912,2353,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112328,313,0,0,0,0,0,0,0,0,0,0,0.5,0
ENSMUSG00000112104,1625,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111906,936,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087723,132,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019888,10691,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000111931,787,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092952,81,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112342,2282,0,0,0,0,0.2,0,0,0,0,0,0,0
ENSMUSG00000111990,2132,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112012,431,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112073,275,0,0,0,0,0,0,0,0,0,0.1,0,0
ENSMUSG00000098139,945,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019890,1248,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000044921,7326,0,0,0,0,1,0,0,0,0,0,2,0
ENSMUSG00000112221,247,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112845,968,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112046,1913,2,0,0,1,0.5,0.75,0.5,1.5,1,1.08,1,0.5
ENSMUSG00000036602,5756,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090638,704,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019892,6449,0,0,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000077528,133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112622,5690,0,0,0,0,0,0,0,0,0,0,0,0.2
ENSMUSG00000019894,7752,0,0,9,12,10,3,9,2,8,0,7,9
ENSMUSG00000112923,826,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000112636,537,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112319,2287,0.12,0,0,0.2,0,0,0,0.46,0,0,0,0
ENSMUSG00000112644,406,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112839,193,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098173,996,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112554,456,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112570,269,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064630,109,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112281,818,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112403,117,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112382,439,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091779,1427,0,0,0,0,0,0,0,0.14,0,0,0,0.14
ENSMUSG00000097427,1291,0,0,0,0,0,0,0,0.14,0,0,0,0.14
ENSMUSG00000097878,1291,0,0,0,0,0,0,0,0.14,0,0,0,0.14
ENSMUSG00000097550,1291,0,0,0,0,0,0,0,0.14,0,0,0,0.14
ENSMUSG00000094144,1291,0,0,0,0,0,0,0,0.14,0,0,0,0.14
ENSMUSG00000095022,1291,0,0,0,0,0,0,0,0.14,0,0,0,0.14
ENSMUSG00000090854,1303,0,0,0,0,0,0,0,0.14,0,0,0,0.14
ENSMUSG00000088343,62,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099264,108,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089182,157,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089019,105,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112044,273,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064432,166,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077407,129,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103775,707,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036019,7779,6,0,0,10,1,15,0,12,0,10,14,13
ENSMUSG00000112193,2066,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112176,137,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112512,1785,0,0,0,3,0.1,0,0,0,0,0,0,0
ENSMUSG00000084399,2796,0,0,0,1,0,0,0,0,0,0,1,7
ENSMUSG00000112900,1969,1,0,0,3,0,2,0,0,0,0,0,0
ENSMUSG00000089904,184,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112571,1510,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085282,3365,0,1,0,0,1,4,0,0,0,0,0,0
ENSMUSG00000036009,2688,145,107,217,152,116,133,246,183,115,156,152,101
ENSMUSG00000084545,111,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112820,2330,0,1,3,0,0,0,5,0,0,0,9,1
ENSMUSG00000019897,4314,613,356,665,689,460,604,667,419,508,669,768,789
ENSMUSG00000088415,132,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088084,122,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111914,936,0,0.2,0,0,0,1,0,0.2,0,0,0,0
ENSMUSG00000112034,4850,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000112668,294,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112523,871,0.6,0,0.5,0.75,0.83,0.22,0.39,0,0,0,0,0.12
ENSMUSG00000056877,393,5.25,0,3,0.25,0.5,1.83,3.5,0,0,0.5,1,1.75
ENSMUSG00000112520,331,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112066,383,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097869,3679,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053825,10903,0,4,5,12,8,10,2,0,0,10,18,10
ENSMUSG00000108029,466,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000112201,1846,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035948,7196,15,7,8,6,0,2,2,0,0,13,8,5
ENSMUSG00000112443,874,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112849,827,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112863,940,1,0,2,0,0.5,1,0,0.5,0,0,0,1
ENSMUSG00000088465,85,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112466,5188,0,0,0,6,0,0,0,0.5,0,0,0,0
ENSMUSG00000019906,3311,0,0,0,0,0,0,2,0,0,0,0,4
ENSMUSG00000102934,939,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104558,129,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000435,2083,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035923,1263,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035916,7499,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091455,8763,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112910,2365,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112401,745,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019907,8020,3613,2292,2765,3073,2114,3129,3927,3356,3390,2492,2805,3030
ENSMUSG00000035873,1745,0,0,0,0,0,0,0,0,0,5,0,0
ENSMUSG00000065653,134,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112532,3907,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093762,94,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112065,342,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035864,8338,40,12,42,92,52,109,53,63,14,182,145,128
ENSMUSG00000112039,1397,0,0,0,7,0,0,0,0,0,0,0,0
ENSMUSG00000111910,4563,0,0,0,0,0,0,0,0,0,0,0.25,0.25
ENSMUSG00000112905,3132,0,0,0,5,1,0,0,0,0,0,0,0
ENSMUSG00000088554,278,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105768,83,0,0,0,0,0,0,0,0,0,0.33,0,0
ENSMUSG00000065802,106,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112253,221,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112260,760,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020181,15207,11728,7069,10573,8473,5335,5593,4727,12305,12831,6925,9091,7158
ENSMUSG00000102410,292,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112197,2277,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112556,3086,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112595,431,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000112548,2154,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111948,441,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112398,1451,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112872,535,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020185,9009,117,44,41,33,39,85,0,16,40,33,6,20
ENSMUSG00000101801,1476,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089461,128,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088447,122,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087718,106,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020186,2171,16,0,0,6,3,4,1,5,0,0,0,3
ENSMUSG00000035798,7048,1200,905,1322,920,895,1310,1408,1226,1226,1254,1271,1269
ENSMUSG00000112165,590,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091086,871,907.26,497.75,1031.39,1006.23,771.01,1210.07,680.09,487.85,420.56,613.45,585.86,458.4
ENSMUSG00000088553,103,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111968,1439,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020189,9401,2980.82,2106.85,2999.21,2788.26,2190.15,2903.89,2460.53,2357.79,2173.91,1921.71,2131.61,1889.25
ENSMUSG00000112642,853,0,6,0,4,4,2,2,0,1,5,0,6
ENSMUSG00000035759,3049,81,97,136,39,17,23,185,172,92,47,80,69
ENSMUSG00000112246,1153,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058799,4994,2148.5,1146,1717.5,2203.33,1772.83,2382.33,1394,1099,937.5,1540.5,1345,1299
ENSMUSG00000087819,144,6,0,16,2,0,1,10,7,4,8,9,7
ENSMUSG00000111997,1227,0,6,4,6,1,0,2,0,3,4,1,0
ENSMUSG00000020205,2205,31,17,4,131,112,155,13,0,0,92,66,37
ENSMUSG00000100113,741,0,0,0,0,0,0,0,0,0,6,0,0
ENSMUSG00000097082,1144,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112249,791,0,0,0,0,0,0,1.17,0,0,0,0,0
ENSMUSG00000112357,1435,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112430,628,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112137,1566,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112706,364,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112802,865,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102180,298,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112321,381,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112533,2171,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112628,428,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063334,5958,747,385,677,830,640,901,1140,787,765,754,870,821
ENSMUSG00000056888,1543,1272,564,962,1476,962,1570,325,166.5,205,695,489,565
ENSMUSG00000110391,1373,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020213,896,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020214,1904,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090162,807,0.33,0.34,0.29,1.8,1.41,2.1,1.29,0.5,0,0.62,2.15,0.25
ENSMUSG00000089667,309,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112334,238,0,0,0,0,0,0,0,0,0,0,0,0
